offsides,games.minutes,games.number,games.position,games.rating,games.captain,games.substitute,shots.total,shots.on,goals.total,goals.conceded,goals.assists,goals.saves,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,dribbles.past,fouls.drawn,fouls.committed,cards.yellow,cards.red,penalty.won,penalty.commited,penalty.scored,penalty.missed,penalty.saved,player.id,player.name,fixture.id
,17.0,12,F,6.6,False,True,1.0,1.0,,0,,,3.0,,1,1.0,,1.0,2.0,1.0,1.0,,,,,0,0,,,0,0,,57492,Sivert Gussias,1036621
,1.0,27,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,424395,Latif Ahmed,1036621
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,57361,Markus Pettersen,1036621
,,15,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,321405,Símun Kalsø,1036621
,,23,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,16022,Heini Vatnsdal,1036621
,,19,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,0,David Biskupsto Andreasen,1036621
,,9,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,83055,Páll Klettskarð,1036621
,96.0,40,G,6.6,False,False,,,,2,,,21.0,,17,,,,1.0,1.0,,,,1.0,,0,0,,,0,0,0.0,113828,Geordan Dupire,1036631
,96.0,12,D,6.9,False,False,,,,0,,,47.0,2.0,43,2.0,,,15.0,7.0,5.0,2.0,2.0,2.0,1.0,0,0,,,0,0,,87646,Nego Ekofo,1036631
,96.0,4,D,6,False,False,,,,0,,,69.0,,57,2.0,,2.0,14.0,5.0,,,2.0,1.0,5.0,0,0,,1.0,0,0,,25703,Aldin Skenderović,1036631
,66.0,26,D,6.6,False,False,,,,0,,,49.0,,45,,2.0,,6.0,5.0,,,1.0,3.0,,0,0,,,0,0,,1662,Jerry Prempeh,1036631
,96.0,17,D,6.5,False,False,,,,0,,,72.0,,62,,,,7.0,4.0,,,,2.0,2.0,1,0,,,0,0,,187918,Simão Martins,1036631
1.0,65.0,14,D,6.9,False,False,2.0,1.0,,0,,,25.0,1.0,17,3.0,,,12.0,9.0,2.0,2.0,,2.0,2.0,0,0,,1.0,0,0,,105899,Cedric Sacras,1036631
,87.0,21,M,8.3,False,False,2.0,1.0,,0,,,41.0,2.0,35,2.0,,2.0,10.0,8.0,5.0,4.0,,2.0,,0,0,1.0,,0,0,,105901,Dejvid Sinani,1036631
,96.0,28,M,7.2,False,False,1.0,,,0,,,60.0,,46,4.0,,2.0,13.0,7.0,,,1.0,,4.0,0,0,,,0,0,,8963,Charles Morren,1036631
,80.0,5,M,7.3,False,False,2.0,2.0,,0,,,34.0,,26,4.0,,1.0,15.0,8.0,2.0,2.0,1.0,2.0,3.0,0,0,,,0,0,,1664,Clement Couturier,1036631
1.0,80.0,10,F,6.2,True,False,2.0,2.0,,0,,,21.0,1.0,13,,,,9.0,3.0,3.0,1.0,,1.0,2.0,0,0,,,0,1,,1674,Dominik Stolz,1036631
,96.0,20,F,6.9,False,False,1.0,1.0,,0,,,21.0,,15,,,,11.0,4.0,3.0,1.0,,2.0,2.0,0,0,,,0,0,,41530,Paul Ayongo,1036631
,31.0,22,M,6.9,False,True,,,,0,,,14.0,1.0,14,1.0,,1.0,5.0,2.0,,,1.0,1.0,1.0,0,0,,,0,0,,128986,Blankson Anoff,1036631
,30.0,16,M,6.3,False,True,1.0,1.0,,0,,,9.0,,8,,,1.0,3.0,,1.0,,,,2.0,0,0,,,0,0,,43140,Bryan Nouvier,1036631
,16.0,13,D,6.3,False,True,,,,0,,,8.0,,7,,,,1.0,,,,,,1.0,0,0,,,0,0,,0,Dylan de Jesus Cardoso,1036631
,16.0,24,F,6.6,False,True,,,,0,,,2.0,1.0,1,,,,1.0,1.0,,,,1.0,,0,0,,,0,0,,316045,Lado Akhalaia,1036631
,9.0,30,M,6.7,False,True,,,,0,,,4.0,,4,,,,1.0,,,,,,,0,0,,,0,0,,0,Gustavo,1036631
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,79090,Youn Czekanowicz,1036631
,,45,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,76690,Anthony Sadin,1036631
,,32,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,105845,Yann Marques,1036631
,,35,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,169296,Dāvis Sprūds,1036631
,,3,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,22912,Toufik Zeghdane,1036631
,,8,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,230281,Olivier Marques,1036631
,96.0,82,G,8.9,False,False,,,,0,,8.0,31.0,,11,1.0,,,1.0,1.0,,,,,,0,0,,,0,0,1.0,336,Milan Borjan,1036631
,96.0,12,D,7.2,False,False,,,,0,,,25.0,,20,3.0,1.0,,8.0,5.0,,,1.0,2.0,1.0,0,0,,,0,0,,61149,Kenan Bajrić,1036631
,96.0,4,D,7.3,False,False,,,,0,,,34.0,,26,2.0,2.0,,4.0,4.0,,,,,,0,0,,,0,0,,51171,Guram Kashia,1036631
,96.0,6,D,7,False,False,,,,0,,,32.0,,23,,1.0,1.0,2.0,,,,,,1.0,0,0,,,0,0,,25374,Kevin Wimmer,1036631
,96.0,36,D,6.9,False,False,1.0,,,0,,,39.0,1.0,31,2.0,,2.0,10.0,5.0,5.0,2.0,1.0,,1.0,0,0,,,0,0,,1385,Lucas Lovat,1036631
,95.0,88,M,7,False,False,,,,0,,,41.0,1.0,35,3.0,1.0,1.0,17.0,9.0,,,4.0,4.0,3.0,1,0,,,0,0,,68198,Kyriakos Savvidis,1036631
,96.0,20,M,7.2,False,False,,,,0,,,33.0,,25,3.0,,6.0,13.0,7.0,1.0,1.0,4.0,3.0,2.0,0,0,,,0,0,,55945,Jaba Kankava,1036631
,82.0,11,M,8,False,False,,,,0,,,33.0,,25,,,3.0,14.0,8.0,3.0,2.0,1.0,5.0,1.0,0,0,2.0,,0,0,,56132,Tigran Barseghyan,1036631
1.0,73.0,24,M,6.3,False,False,,,,0,,,19.0,,11,1.0,,1.0,12.0,5.0,2.0,1.0,1.0,2.0,1.0,0,0,,,0,0,,14677,Marko Tolić,1036631
,82.0,7,M,7.7,True,False,2.0,2.0,2.0,0,,,22.0,,18,1.0,,1.0,15.0,7.0,5.0,1.0,,5.0,1.0,1,0,,1.0,2,0,,42316,Vladimír Weiss,1036631
1.0,82.0,77,F,6.5,False,False,,,,0,,,14.0,1.0,7,,,1.0,10.0,2.0,3.0,1.0,,,3.0,0,0,,,0,0,,61157,Aleksandar Čavrić,1036631
,23.0,26,M,6.6,False,True,,,,0,,,3.0,,2,,1.0,,5.0,2.0,,,,2.0,2.0,0,0,,,0,0,,162281,Filip Lichý,1036631
,14.0,8,M,6.3,False,True,,,,0,,,1.0,,1,,,,4.0,2.0,,,,,2.0,0,0,,,0,0,,1248,Jaromír Zmrhal,1036631
1.0,14.0,23,F,6.9,False,True,,,,0,,,2.0,,2,1.0,1.0,,4.0,2.0,,,,,1.0,1,0,,,0,0,,131516,Sharani Zuberu,1036631
,14.0,15,F,6.3,False,True,,,,0,,,2.0,,1,,,,4.0,1.0,,,,,2.0,0,0,,,0,0,,141620,Malik Abubakari,1036631
,1.0,18,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,383041,Nino Marcelli,1036631
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,61367,Adrián Chovan,1036631
,,35,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,308907,Adam Hrdina,1036631
,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,137471,Siemen Voet,1036631
,,5,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,28466,Richard Križan,1036631
,,27,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,61259,Matúš Vojtko,1036631
,,25,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,66245,Lukáš Pauschek,1036631
,,3,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,47539,Uche Agbo,1036631
,90.0,40,G,7,True,False,,,,0,,,32.0,,31,,,,,,,,,,,0,0,,,0,0,0.0,1305,Dominik Livaković,1074582
,90.0,2,D,7.9,False,False,,,,0,1.0,,56.0,1.0,50,3.0,,3.0,11.0,8.0,2.0,2.0,2.0,3.0,1.0,0,0,,,0,0,,1311,Sadegh Moharrami,1074582
,90.0,13,D,8.2,False,False,3.0,2.0,,0,,,113.0,,109,4.0,,,5.0,4.0,,,,,1.0,0,0,,,0,0,,1483,Stefan Ristovski,1074582
,90.0,37,D,7.2,False,False,,,,0,,,86.0,,79,1.0,,1.0,2.0,2.0,,,,1.0,,0,0,,,0,0,,14701,Josip Šutalo,1074582
,90.0,14,D,7.7,False,False,2.0,1.0,,0,,,64.0,,59,1.0,,1.0,8.0,4.0,,,1.0,2.0,3.0,0,0,,,0,0,,7627,Robert Ljubičić,1074582
,90.0,27,M,7.3,False,False,1.0,,,0,1.0,,95.0,2.0,84,2.0,,,7.0,4.0,,,1.0,2.0,,0,0,,,0,0,,2373,Josip Mišić,1074582
,71.0,77,M,7.5,False,False,1.0,1.0,1.0,0,,,24.0,2.0,20,2.0,,1.0,9.0,4.0,2.0,1.0,1.0,1.0,1.0,0,0,,,0,0,,14353,Dario Špikić,1074582
,71.0,31,M,7.3,False,False,,,,0,,,23.0,3.0,16,,,1.0,2.0,1.0,,,1.0,1.0,,0,0,,,0,0,,14568,Marko Bulat,1074582
,81.0,10,M,6.9,False,False,1.0,,,0,,,46.0,3.0,39,,,,3.0,1.0,1.0,,,1.0,,0,0,,,0,0,,295026,Martin Baturina,1074582
,89.0,7,M,9.9,False,False,5.0,4.0,3.0,0,,,61.0,2.0,58,,,1.0,8.0,3.0,6.0,3.0,2.0,,,0,0,,,0,0,,14394,Luka Ivanušec,1074582
,80.0,9,F,7.3,False,False,1.0,1.0,,0,1.0,,31.0,2.0,19,,,,10.0,4.0,4.0,2.0,,1.0,3.0,0,0,,,0,0,,1331,Bruno Petković,1074582
,19.0,15,D,6.7,False,True,,,,0,,,18.0,,17,1.0,,,3.0,1.0,1.0,,1.0,,,0,0,,,0,0,,63446,Bogdan Mykhaylichenko,1074582
,19.0,70,F,6.7,False,True,,,,0,,,6.0,,5,,,,,,,,,,,0,0,,,0,0,,14434,Luka Menalo,1074582
,10.0,11,F,6.5,False,True,,,,0,,,2.0,,2,,,,2.0,,,,1.0,,,0,0,,,0,0,,1556,Mahir Emreli,1074582
,9.0,20,F,6.7,False,True,,,,0,,,4.0,1.0,4,,,,2.0,,,,1.0,,1.0,0,0,,,0,0,,1329,Antonio Marin,1074582
,1.0,25,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,348205,Petar Sučić,1074582
,,33,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,14532,Ivan Nevistić,1074582
,,55,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1313,Dino Perić,1074582
,,4,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,14316,Boško Šutalo,1074582
,,6,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,90599,Maxime Bernauer,1074582
,,12,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,14306,Petar Bočkaj,1074582
,,39,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,270429,Mauro Perković,1074582
,,18,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,25643,Josip Drmić,1074582
,90.0,93,G,6.3,False,False,,,,4,,5.0,23.0,,16,,,,,,,,,,,0,0,,,0,0,0.0,14463,Josip Čondrić,1074582
1.0,90.0,13,D,6.7,False,False,,,,0,,,20.0,,16,2.0,,1.0,7.0,5.0,3.0,3.0,2.0,,,0,0,,,0,0,,56129,Kamo Hovhannisyan,1074582
,90.0,22,D,6.3,False,False,1.0,,,0,,,23.0,,14,1.0,,,1.0,1.0,,,,,,0,0,,,0,0,,70343,Aleksandr Marochkin,1074582
,90.0,33,D,6,False,False,,,,0,,,16.0,,12,,1.0,1.0,3.0,,,,1.0,,1.0,0,0,,,0,0,,8700,Žarko Tomašević,1074582
,90.0,45,D,6.3,False,False,1.0,,,0,,,32.0,,28,3.0,1.0,1.0,5.0,3.0,,,1.0,,1.0,0,0,,,0,0,,45368,Aleksa Amanović,1074582
,83.0,6,D,5.6,False,False,,,,0,,,23.0,,15,1.0,,,14.0,6.0,3.0,3.0,1.0,1.0,3.0,1,0,,,0,0,,56084,Yan Vorogovskiy,1074582
,90.0,10,M,6.3,False,False,,,,0,,,20.0,3.0,13,,,2.0,7.0,3.0,4.0,2.0,,1.0,1.0,0,0,,,0,0,,2239,Marin Tomasov,1074582
,60.0,15,M,6.3,True,False,,,,0,,,14.0,,12,1.0,1.0,1.0,4.0,1.0,,,2.0,,,0,0,,,0,0,,2226,Abzal Beysebekov,1074582
,90.0,7,M,7,False,False,,,,0,,,24.0,,22,2.0,,3.0,13.0,9.0,3.0,3.0,,3.0,3.0,0,0,,,0,0,,7782,Max Ebong,1074582
,68.0,23,M,6.2,False,False,,,,0,,,8.0,,6,1.0,,,8.0,4.0,,,1.0,3.0,,0,0,,,0,0,,20610,Fabien Ourega,1074582
2.0,83.0,88,F,6.7,False,False,,,,0,,,21.0,,15,1.0,1.0,1.0,5.0,1.0,,,,,2.0,0,0,,,0,0,,153020,Dembo Darboe,1074582
,30.0,29,M,6.9,False,True,1.0,,,0,,,13.0,,10,1.0,1.0,1.0,5.0,3.0,,,,2.0,1.0,0,0,,,0,0,,356,Dušan Jovančić,1074582
,22.0,21,M,6.3,False,True,,,,0,,,4.0,,3,,,,,,,,,,,0,0,,,0,0,,111485,Elkhan Astanov,1074582
,12.0,27,D,6.6,False,True,,,,0,,,2.0,1.0,1,,,,,,,,,,,0,0,,,0,0,,70434,Timur Dosmagambetov,1074582
,12.0,17,F,6.7,False,True,1.0,,,0,,,3.0,,1,,,,,,,,,,,0,0,,,0,0,,70346,Abat Aimbetov,1074582
,,31,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2223,Danil Podymskiy,1074582
,,55,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,111587,Aleksandr Zarutskiy,1074582
,,44,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,14287,Stjepan Lončar,1074582
,,8,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,56083,Islambek Kuat,1074582
,,11,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,105909,Aslan Darabaev,1074582
,,97,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,373649,Nurali Zhaksylykov,1074582
,,20,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2247,Vladislav Prokopenko,1074582
,,72,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,111728,Stanislav Basmanov,1074582
,90.0,12,G,6,False,False,,,,3,,,23.0,,18,,,,,,,,,,,0,0,,,0,0,0.0,381603,Yakiv Kinareykin,1037423
,90.0,11,D,6.3,False,False,1.0,1.0,,0,,,30.0,1.0,21,2.0,,2.0,12.0,5.0,4.0,2.0,1.0,,2.0,0,0,,1.0,0,0,,63537,Denys Miroshnichenko,1037423
,61.0,39,D,6.5,True,False,,,,0,,,39.0,,26,1.0,,3.0,5.0,1.0,,,,,2.0,0,0,,,0,0,,14333,Oleksandr Svatok,1037423
,90.0,5,D,6.9,False,False,1.0,,,0,,,89.0,,77,2.0,,2.0,3.0,3.0,,,,,,0,0,,,0,0,,130944,Eduard Sarapiyy,1037423
,73.0,30,D,6.6,False,False,,,,0,,,41.0,,29,1.0,,1.0,8.0,5.0,,,,1.0,2.0,0,0,,,0,0,,47404,Vasyl Kravets,1037423
,90.0,9,M,6.6,False,False,2.0,,,0,,,29.0,1.0,23,1.0,,3.0,5.0,1.0,,,1.0,,2.0,1,0,,,0,0,,63543,Oleksii Hutsuliak,1037423
,83.0,18,M,6.9,False,False,,,,0,,,60.0,,53,2.0,,1.0,7.0,4.0,1.0,1.0,,1.0,3.0,0,0,,,0,0,,63603,Ruslan Babenko,1037423
,90.0,22,M,6.9,False,False,1.0,1.0,,0,,,47.0,,46,2.0,,1.0,12.0,6.0,1.0,1.0,,3.0,3.0,0,0,,,0,0,,63637,Valentyn Rubchynskyi,1037423
1.0,61.0,10,M,6.2,False,False,,,,0,,,19.0,,10,,,1.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,0,0,,,0,0,,61186,Maksym Tretyakov,1037423
,90.0,7,F,7.2,False,False,2.0,,,0,,,22.0,3.0,16,,1.0,,5.0,2.0,,,,1.0,,0,0,,,0,0,,15811,Artem Dovbyk,1037423
,83.0,23,F,7,False,False,,,,0,,,24.0,,22,1.0,,1.0,7.0,5.0,3.0,3.0,,1.0,1.0,0,0,,,0,0,,2471,Domingo Blanco,1037423
,29.0,3,D,6.7,False,True,,,,0,,,17.0,,14,2.0,,1.0,3.0,3.0,,,,,,0,0,,,0,0,,63457,Volodymyr Adamyuk,1037423
,29.0,25,M,6.7,False,True,,,,0,,,15.0,1.0,11,,,,1.0,1.0,,,,1.0,,0,0,,,0,0,,63631,Ihor Kohut,1037423
,17.0,26,D,6.9,False,True,2.0,,,0,1.0,,7.0,1.0,5,,,,1.0,1.0,,,,,,0,0,,,0,0,,76356,Oleksandr Kapliyenko,1037423
,12.0,6,D,6.2,False,True,,,,0,,,9.0,,7,,,,2.0,1.0,,,,,1.0,0,0,,,0,0,,129110,Oleg Horin,1037423
,12.0,34,D,7.3,False,True,1.0,1.0,1.0,0,,,1.0,,,,,,,,,,,,,0,0,,,0,0,,63609,Volodymyr Tanchyk,1037423
,,93,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,10409,Max Walef,1037423
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,101553,Evgeniy Volynets,1037423
,,4,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,6690,Emiliano Purita,1037423
,,20,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,63417,Serhiy Horbunov,1037423
,,42,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,63518,Yevhen Pasich,1037423
,,14,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,427985,Ramik Hadzhyiev,1037423
,,31,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,427986,Daniel Kivinda,1037423
,90.0,91,G,6.6,False,False,,,,1,,2.0,30.0,,15,,,,1.0,1.0,,,,,,0,0,,,0,0,0.0,31538,Alberto Brignoli,1037423
,90.0,27,D,6.9,False,False,1.0,,,0,,,41.0,,34,1.0,,3.0,4.0,3.0,,,1.0,2.0,,0,0,,,0,0,,26848,Giannis Kotsiras,1037423
,23.0,5,D,6.7,True,False,,,,0,,,17.0,,15,,,,1.0,1.0,,,,1.0,,0,0,,,0,0,,6906,Bart Schenkeveld,1037423
,90.0,23,D,6.5,False,False,1.0,,,0,,,42.0,,30,,,,3.0,2.0,,,,,,0,0,,,0,0,,824,Hörður Magnússon,1037423
,90.0,3,D,8.3,False,False,,,,0,2.0,,32.0,2.0,24,1.0,1.0,2.0,10.0,5.0,3.0,1.0,1.0,2.0,,0,0,1.0,,0,0,,46819,Juankar,1037423
,90.0,4,M,6.6,False,False,,,,0,,,53.0,,47,,1.0,,3.0,2.0,,,,1.0,,0,0,,,0,0,,47415,Rubén Pérez,1037423
,70.0,52,M,6.6,False,False,1.0,,,0,,,30.0,,22,,,3.0,7.0,5.0,1.0,1.0,1.0,3.0,,0,0,,,0,0,,37157,Tonny Vilhena,1037423
2.0,90.0,34,M,6.3,False,False,1.0,,,0,,,14.0,1.0,11,,,2.0,10.0,2.0,1.0,,2.0,2.0,1.0,0,0,,,0,0,,6252,Sebastián Palacios,1037423
,78.0,31,M,7.3,False,False,1.0,1.0,1.0,0,,,30.0,,22,2.0,,1.0,16.0,9.0,5.0,2.0,,3.0,4.0,0,0,,,0,0,,30536,Filip Đuričić,1037423
,70.0,10,M,6.7,False,False,,,,0,,,35.0,,30,,,1.0,6.0,,,,2.0,,,0,0,,,0,0,,18761,Bernard,1037423
,78.0,9,F,7.5,False,False,1.0,1.0,1.0,0,,,19.0,,13,,,,7.0,6.0,,,,2.0,,0,0,,,0,0,,56026,Andraž Šporar,1037423
,67.0,21,D,6.3,False,True,,,,0,,,25.0,,20,,,1.0,2.0,,,,,,2.0,0,0,,,0,0,,969,Tin Jedvaj,1037423
,20.0,18,M,6.9,False,True,,,,0,,,5.0,,3,1.0,,,3.0,3.0,,,,1.0,,0,0,,,0,0,,3575,Enis Çokaj,1037423
,20.0,77,M,6.2,False,True,,,,0,,,7.0,,7,,,,3.0,,,,1.0,,2.0,0,0,,,0,0,,2183,Benjamin Verbič,1037423
,12.0,17,M,6.3,False,True,,,,0,,,5.0,,4,,,,,,,,,,,0,0,,,0,0,,20863,Daniel Mancini,1037423
,12.0,7,F,6.9,False,True,1.0,1.0,1.0,0,,,2.0,,1,,,,3.0,,,,,,,0,0,,,1,0,,26965,Fotis Ioannidis,1037423
,,15,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,26732,Vasilios Xenopoulos,1037423
,,12,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1589,Yury Lodygin,1037423
,,2,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,135839,Giorgos Vagiannidis,1037423
,,24,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,328618,Georgios Sideras,1037423
,,6,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,1295,Zeca,1037423
,,8,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,14310,László Kleinheisler,1037423
,,25,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2820,Filip Mladenović,1037423
,90.0,32,G,7.7,True,False,,,,1,,3.0,38.0,1.0,25,,,,,,,,,,,0,0,,,0,0,0.0,48595,Jeremy Frick,1037425
,90.0,3,D,7,False,False,,,,0,,,30.0,2.0,22,3.0,1.0,,7.0,5.0,1.0,1.0,1.0,,1.0,0,0,,,0,0,,225104,Keigo Tsunemoto,1037425
,90.0,4,D,7.6,False,False,1.0,1.0,1.0,0,,,65.0,,54,1.0,3.0,1.0,3.0,2.0,,,1.0,,,0,0,,,0,0,,48600,Steve Rouiller,1037425
,90.0,19,D,7.3,False,False,,,,0,,,50.0,2.0,44,2.0,,,11.0,7.0,,,,1.0,2.0,0,0,,,0,0,,48604,Yoan Severin,1037425
,90.0,18,D,6.9,False,False,,,,0,,,26.0,,23,2.0,1.0,1.0,13.0,9.0,1.0,1.0,1.0,4.0,2.0,0,0,,,0,0,,24217,Bradley Mazikou,1037425
,72.0,10,M,6.5,False,False,3.0,2.0,,0,,,13.0,1.0,9,3.0,,,10.0,3.0,1.0,,1.0,,2.0,1,0,,,0,0,,48607,Alexis Antunes,1037425
,90.0,8,M,7.6,False,False,2.0,1.0,,0,1.0,,36.0,2.0,33,1.0,,3.0,12.0,6.0,4.0,4.0,1.0,1.0,2.0,0,0,,,0,0,,48609,Timothé Cognat,1037425
,80.0,28,M,6.6,False,False,1.0,,,0,,,29.0,,21,3.0,,1.0,7.0,5.0,1.0,,1.0,,1.0,1,0,,,0,0,,24022,David Douline,1037425
,72.0,17,M,6.7,False,False,,,,0,,,14.0,4.0,10,,,,7.0,2.0,,,2.0,,,0,0,,,0,0,,48488,Dereck Kutesa,1037425
,90.0,27,F,7.3,False,False,4.0,2.0,,0,,,19.0,,12,,1.0,,14.0,8.0,,,,3.0,2.0,0,0,,,0,0,,21649,Enzo Crivelli,1037425
,80.0,29,F,7.3,False,False,1.0,,,0,,,6.0,3.0,5,2.0,,,12.0,5.0,1.0,,,,,0,0,,,0,0,,8625,Chris Bedia,1037425
,18.0,11,F,7.2,False,True,1.0,1.0,,0,,,2.0,1.0,1,,,,6.0,4.0,3.0,3.0,,1.0,2.0,0,0,,,0,0,,20979,Boubacar Fofana,1037425
,18.0,21,F,6.9,False,True,1.0,,,0,,,5.0,,5,2.0,,,6.0,4.0,,,1.0,2.0,1.0,1,0,,,0,0,,48496,Jérémy Guillemenot,1037425
,10.0,5,M,6.3,False,True,,,,0,,,4.0,,3,,,,1.0,,,,,,,0,0,,,0,0,,53740,Gaël Ondoua,1037425
,10.0,23,F,6.6,False,True,,,,0,,,4.0,1.0,3,,,,,,,,,,,0,0,,,0,0,,21507,Ronny Rodelin,1037425
,,1,G,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,15423,Joel Mall,1037425
,,6,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,22026,Anthony Baron,1037425
,,33,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,48606,Nicolas Vouilloz,1037425
,,7,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,26497,Patrick Pflücke,1037425
,,12,D,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,368178,Issa Kaloga,1037425
,,22,M,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,323541,Alexander Lyng,1037425
,,45,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,162019,Hussayn Touati,1037425
,,31,F,,False,True,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,425200,Tiemoko Ouattara,1037425
,90.0,26,G,7.9,False,False,,,,1,,6.0,30.0,,22,,,,,,,,,,,0,0,,,0,0,0.0,1924,Maarten Vandevoordt,1037425
,90.0,23,D,7.3,False,False,,,,0,,,58.0,2.0,50,1.0,1.0,3.0,14.0,7.0,2.0,1.0,,3.0,2.0,1,0,,,0,0,,13736,Daniel Muñoz,1037425
,90.0,46,D,6.7,False,False,1.0,1.0,,0,,,31.0,,28,,,,5.0,1.0,,,,,2.0,1,0,,,0,0,,13283,Carlos Cuesta,1037425
,90.0,2,D,6.9,False,False,,,,0,,,38.0,,35,,2.0,,7.0,5.0,,,,1.0,,0,0,,,0,0,,50735,Mark McKenzie,1037425
,90.0,18,D,6.9,False,False,,,,0,,,48.0,,34,5.0,,2.0,15.0,9.0,2.0,1.0,1.0,3.0,1.0,0,0,,,0,0,,21098,Joris Kayembe Ditu,1037425
,68.0,8,M,6.9,True,False,2.0,1.0,,0,,,35.0,,31,2.0,,1.0,5.0,2.0,,,1.0,,1.0,0,0,,,0,0,,1937,Bryan Heynen,1037425
,86.0,17,M,7,False,False,,,,0,1.0,,36.0,2.0,29,1.0,1.0,,4.0,1.0,1.0,,,,,0,0,,,0,0,,807,Patrik Hrošovský,1037425
2.0,90.0,28,M,7.3,False,False,2.0,1.0,,0,,,34.0,3.0,25,2.0,,,15.0,8.0,4.0,2.0,,3.0,3.0,1,0,,,0,0,,1944,Joseph Paintsil,1037425
,60.0,34,M,6.7,False,False,,,,0,,,23.0,,19,2.0,,,6.0,2.0,1.0,,1.0,,,0,0,,,0,0,,340573,Bilal El Khannouss,1037425
